ID,Crop Name,N (kg/ha),P (kg/ha),K (kg/ha),Temp (°C),Rain (mm),Hum (%),pH,Soil Type,Season
292,Muskmelon,67.59,71.35,97.49,37.01,586.21,42.31,6.84,Arid,Zaid
293,Tulsi,78.36,47.51,44.81,34.07,923.72,63.48,6.5,Red,Perennial
294,Apple,180.9,142.94,187.09,0.0,1187.49,60.83,6.04,Mountain,Perennial (Fruiting: Autumn)
295,Tea,158.94,30.96,66.41,17.74,2723.71,88.92,5.29,Red,Perennial
296,Karakunda,74.34,47.92,48.67,25.14,1748.06,74.14,6.85,Forest,Perennial
297,Green Gram,26.86,43.81,24.56,33.5,705.52,69.81,7.44,Loamy,Kharif/Zaid
298,Proso Millet,36.39,20.44,21.38,25.45,542.26,51.46,6.16,Sandy,Kharif
299,Capsicum,101.46,98.67,113.15,23.77,927.5,65.26,6.85,Forest,Kharif/Rabi
300,French Bean,91.51,86.46,46.0,15.06,902.89,73.64,6.05,Loamy,Kharif/Rabi
301,Bamboo,178.32,79.49,119.49,28.76,1457.83,82.94,6.5,Forest,Perennial
302,Sunn Hemp,29.29,40.93,35.76,28.81,549.18,69.46,6.17,Loamy,Kharif
303,Sweet Corn,124.06,71.26,44.17,22.54,669.88,77.9,5.86,Alluvial,Kharif
304,Cinnamon,93.23,53.78,96.99,24.0,2404.24,93.59,6.2,Laterite,Perennial
305,Kinnow,104.54,58.69,84.59,30.68,915.41,51.9,7.13,Sandy Loam,Perennial (Fruiting: Winter)
306,Fig,63.61,44.96,95.01,36.51,578.27,55.34,7.79,Alluvial,Perennial
307,Lentil,29.88,41.02,25.11,23.17,405.33,52.54,6.84,Alluvial,Rabi
308,Apricot,116.02,61.68,92.36,0.0,724.34,69.17,6.58,Karewa,Perennial
309,Black Gram,30.29,41.53,26.25,31.65,696.93,65.45,7.79,Black,Kharif
310,Ginger,131.09,65.94,135.13,20.48,2168.76,83.4,5.74,Laterite,Kharif
311,Groundnut,44.89,66.56,68.47,30.37,1052.08,50.01,6.17,Sandy,Kharif
312,Tomato,112.18,85.75,123.55,18.74,611.78,61.65,6.35,Loamy,Kharif/Rabi
313,Sweet Corn,140.62,63.55,41.22,25.4,1092.63,61.04,6.62,Alluvial,Kharif
314,Lemongrass,78.13,45.92,58.28,24.5,1636.85,70.66,6.04,Alluvial,Perennial
315,Bottle Gourd,75.91,55.77,60.85,34.07,717.17,55.82,6.18,Sandy Loam,Zaid/Kharif
316,Strawberry,104.35,101.02,145.18,0.0,622.65,71.58,5.7,Forest/Mountain,Rabi/Winter
317,Dragon Fruit,71.64,42.77,86.81,26.71,934.32,59.56,6.69,Sandy,Perennial
318,Coconut,0.0,0.0,0.0,27.35,2332.99,91.12,7.84,Alluvial,Perennial
319,Guava,76.22,49.66,79.68,32.7,1520.92,64.12,6.94,Alluvial,Perennial
320,Cocoa,110.66,65.48,122.98,25.75,1732.69,93.26,6.63,Red,Perennial
321,Cocoa,120.65,61.31,100.69,20.91,2384.73,93.34,6.98,Alluvial,Perennial
322,Carrot,80.08,94.99,116.0,21.94,634.64,77.98,6.9,Alluvial,Rabi
323,Pigeon Pea,33.57,70.25,49.1,34.54,668.6,55.92,7.42,Alluvial,Kharif
324,Cabbage,145.74,81.61,82.71,16.51,689.92,61.64,6.44,Alluvial,Rabi
325,Watermelon,64.37,64.23,83.54,27.78,409.39,59.27,7.08,Alluvial,Zaid
326,Cauliflower,127.58,81.94,85.49,17.12,640.56,70.02,6.25,Loamy,Rabi
327,Almonds,167.39,83.4,136.86,0.0,579.94,45.51,7.14,Mountain,Perennial
328,Mentha,126.09,53.97,58.15,21.68,1430.99,73.55,6.67,Peaty,Zaid
329,Stevia,95.72,74.34,60.42,29.09,1776.61,73.25,6.22,Alluvial,Perennial
330,Barnyard Millet,34.77,20.21,21.97,26.27,437.79,55.41,7.5,Red,Kharif
331,Radish,79.02,56.0,75.22,17.27,542.45,74.9,7.32,Alluvial,Rabi
332,Karakunda,65.97,43.69,43.93,22.55,1120.14,68.99,6.31,Mountain,Perennial
333,Jowar,96.18,46.33,45.99,32.56,492.04,46.7,6.94,Loamy,Kharif
334,Ridge Gourd,69.65,53.96,78.45,27.43,849.27,60.67,6.85,Alluvial,Zaid/Kharif
335,Ragi,72.23,32.5,37.6,28.03,723.57,68.92,6.54,Sandy,Kharif
336,Ragi,74.0,33.96,31.41,29.51,516.46,65.88,6.61,Laterite,Kharif
337,Stevia,82.23,65.03,77.25,15.72,1329.55,76.14,6.63,Loamy,Perennial
338,Muskmelon,76.69,62.71,92.65,34.68,419.57,48.31,6.66,Arid,Zaid
339,Jasmine,105.09,119.37,103.22,32.68,1603.4,81.2,6.25,Red,Perennial
340,Clove,92.54,52.17,92.98,31.68,3458.93,79.6,6.27,Coastal,Perennial
341,Dragon Fruit,66.88,44.42,82.84,35.11,1060.37,52.07,6.59,Sandy,Perennial
342,Pear,107.86,75.75,91.14,0.0,827.31,67.11,5.8,Mountain,Perennial
343,Broccoli,122.31,86.92,90.08,16.36,717.17,78.21,6.76,Loamy,Rabi
344,Oats,86.47,49.81,46.6,18.24,765.88,67.37,6.67,Alluvial,Rabi
345,Stevia,93.88,72.27,70.71,26.73,1234.92,77.8,6.34,Alluvial,Perennial
346,Pomegranate,88.02,51.9,70.81,31.57,672.91,51.88,7.78,Loamy,Perennial
347,Turmeric,117.45,59.72,134.06,20.42,2430.57,89.26,6.66,Laterite,Kharif
348,Barley,74.09,32.05,20.62,16.82,478.47,52.35,8.48,Saline,Rabi
349,Marigold,81.38,85.99,73.41,28.85,634.43,75.17,6.14,Loamy,Kharif/Rabi
350,Okra,117.37,50.95,58.53,33.44,982.63,77.3,7.19,Black,Kharif/Zaid
351,Lemongrass,70.74,52.23,46.16,22.13,2006.97,78.95,7.32,Laterite,Perennial
352,Avocado,108.93,54.09,126.92,20.42,1452.81,68.08,5.31,Red,Perennial
353,Jute,88.18,34.48,51.52,29.96,1359.05,71.84,6.72,Peaty/Marshy,Kharif
354,Pigeon Pea,37.64,71.56,39.07,29.88,703.97,67.27,7.31,Black,Kharif
355,Gokhru,34.68,37.84,26.05,27.05,388.21,47.23,8.09,Arid/Desert,Kharif
356,Sesame,48.57,36.32,36.54,27.26,473.04,60.79,5.67,Sandy,Kharif
357,Toria,74.65,40.7,22.9,22.95,611.71,45.26,6.77,Loamy,Rabi
358,Mustard,97.2,58.77,35.41,19.35,445.63,54.43,6.8,Loamy,Rabi
359,Coffee,118.06,43.65,120.28,22.35,2086.72,84.17,5.55,Laterite,Perennial
360,Hemp (Mesta),66.72,30.48,50.06,26.57,856.88,81.65,6.56,Red,Kharif
361,Ash Gourd,73.52,43.4,64.44,29.92,530.31,59.22,7.35,Red,Zaid/Kharif
362,Cluster Bean,28.84,52.89,22.2,30.24,359.16,36.05,7.29,Arid,Kharif
363,Popcorn,134.0,67.34,55.74,22.22,800.7,57.57,6.39,Loamy,Kharif
364,Wood Apple,41.89,37.26,42.56,23.31,944.4,42.28,7.72,Red,Perennial
365,Potato,128.96,134.61,191.21,18.34,733.71,71.82,5.45,Peaty,Rabi
366,Lettuce,98.44,41.6,50.73,16.89,452.44,72.04,6.21,Peaty,Rabi
367,Ash Gourd,64.92,51.94,72.73,26.69,777.84,71.88,7.32,Sandy Loam,Zaid/Kharif
368,Star Anise,77.07,46.07,55.31,27.47,2255.67,73.93,5.86,Forest,Perennial
369,Safflower,48.25,44.8,25.43,27.07,455.42,52.62,7.83,Alluvial,Rabi
370,Tulsi,70.95,46.58,44.9,23.77,1408.14,70.48,6.63,Alluvial,Perennial
371,Cluster Bean,21.88,47.96,24.92,25.59,492.33,48.22,7.53,Sandy,Kharif
372,Proso Millet,39.9,21.07,20.51,23.11,457.17,41.5,6.39,Sandy,Kharif
373,Litchi,104.19,76.21,93.32,20.37,1302.48,80.5,6.43,Alluvial,Perennial
374,Ridge Gourd,79.22,56.11,67.53,26.82,695.39,73.11,6.99,Red,Zaid/Kharif
375,Soybean,36.27,86.47,42.62,20.14,959.6,65.13,7.09,Loamy,Kharif
376,Date Palm,91.28,49.97,119.71,43.85,109.86,32.61,8.53,Sandy,Perennial
377,Moth Beans,16.21,37.89,24.01,35.21,337.72,30.1,7.51,Arid/Desert,Kharif
378,Fennel,87.81,47.57,46.85,20.39,763.58,65.08,6.94,Saline,Rabi
379,Carrot,81.73,74.4,111.21,13.12,644.63,77.02,6.84,Sandy Loam,Rabi
380,Rubber,85.35,66.68,88.1,28.65,3362.97,84.33,5.47,Red,Perennial
381,Sugarcane,278.71,94.21,118.04,25.22,1972.56,75.79,7.37,Alluvial,Perennial (Annual)
382,Pumpkin,71.85,45.12,73.93,32.33,837.38,58.88,6.15,Alluvial,Zaid/Kharif
383,Mustard,94.12,44.58,24.29,12.74,748.49,46.58,6.18,Loamy,Rabi
384,Almonds,169.34,92.3,141.72,0.0,593.42,57.35,7.6,Mountain,Perennial
385,Little Millet,39.83,23.26,24.82,25.56,543.02,55.22,6.2,Red,Kharif
386,Tamarind,54.71,46.66,49.12,31.4,1486.65,66.11,7.71,Red,Perennial
387,Lettuce,84.68,50.5,44.76,5.37,478.02,79.37,6.23,Alluvial,Rabi
388,Sugarcane,232.52,84.63,116.61,27.93,2332.09,67.12,6.55,Alluvial,Perennial (Annual)
389,Rice (Paddy),128.18,57.98,49.47,31.23,2450.15,82.06,6.08,Alluvial,Kharif
390,Saffron,97.94,56.62,75.87,0.0,572.39,53.52,7.38,Karewa Soil,Rabi (Autumn)
391,Vanilla,87.42,48.78,88.49,25.82,2439.56,79.2,5.44,Laterite,Perennial
392,Lemongrass,73.81,40.93,50.05,34.14,2064.68,71.51,5.87,Laterite,Perennial
393,Apple,155.64,119.41,176.57,0.0,1186.28,58.49,6.77,Mountain,Perennial (Fruiting: Autumn)
394,Ajwain,41.94,23.26,36.04,20.98,425.1,49.97,6.89,Alluvial,Rabi
395,Walnuts,162.1,100.6,104.49,0.0,1087.71,62.53,6.9,Karewa,Perennial
396,Amla,62.26,49.49,52.24,37.29,763.43,57.99,8.84,Red,Perennial
397,Bottle Gourd,68.17,48.1,73.31,32.18,736.2,72.43,6.11,Alluvial,Zaid/Kharif
398,Peach,115.36,62.78,101.54,0.0,1159.88,70.83,6.57,Mountain,Perennial
399,Mentha,138.41,50.99,51.54,28.68,1327.72,72.53,6.59,Alluvial,Zaid
400,Cauliflower,142.49,93.76,93.6,18.4,567.03,79.84,6.68,Loamy,Rabi
401,Rajma,82.17,67.42,49.41,17.94,818.2,64.8,5.99,Loamy,Rabi
402,Marigold,66.82,62.15,80.05,27.22,600.5,68.21,6.85,Red,Kharif/Rabi
403,Kodo Millet,39.43,24.81,24.78,33.24,471.99,48.62,6.92,Red,Kharif
404,Jowar,86.5,48.91,48.67,33.4,595.46,58.66,7.47,Alluvial,Kharif
405,Toria,67.38,41.22,34.65,19.03,480.44,56.15,6.31,Alluvial,Rabi
406,Barley,68.96,38.01,21.63,13.66,609.48,46.79,8.09,Loamy,Rabi
407,Lemongrass,75.79,40.73,46.57,23.61,1655.59,77.5,6.75,Red,Perennial
408,Onion,124.58,78.41,112.84,20.92,517.9,55.98,6.42,Alluvial,Kharif/Rabi
409,Isabgol,41.79,31.49,31.65,18.32,379.18,44.02,8.19,Sandy Loam,Rabi
410,Almonds,137.41,94.26,147.87,0.0,521.05,51.37,6.7,Mountain,Perennial
411,Chironji,48.52,33.32,38.91,27.59,692.12,47.36,6.21,Gravelly,Perennial
412,Barnyard Millet,34.65,20.5,22.81,22.15,435.11,56.69,7.49,Alluvial,Kharif
413,Lentil,21.37,46.37,24.53,23.98,541.04,42.92,6.3,Alluvial,Rabi
414,Bamboo,132.97,56.68,137.7,33.4,1411.25,74.55,6.25,Alluvial,Perennial
415,Cocoa,131.36,76.54,136.92,31.1,1885.07,82.49,5.51,Red,Perennial
416,French Bean,84.07,85.01,58.42,16.77,881.29,78.26,6.26,Alluvial,Kharif/Rabi
417,Sugarcane,237.84,118.63,128.44,26.25,2283.3,71.6,6.83,Alluvial,Perennial (Annual)
418,Cauliflower,131.93,89.79,96.36,23.56,686.88,66.76,6.26,Loamy,Rabi
419,Star Anise,69.51,47.61,48.13,28.8,2023.09,88.35,5.92,Forest,Perennial
420,Apricot,102.03,69.91,84.9,0.0,809.35,57.57,6.38,Mountain,Perennial
421,Grapes,123.21,160.42,209.39,18.99,723.35,56.14,7.3,Loamy,Perennial (Fruiting: Spring)
422,Sapota,92.03,72.56,83.09,20.19,1747.3,78.47,7.31,Coastal,Perennial
423,Shatavari,48.41,48.19,51.69,37.84,807.38,52.81,6.21,Alluvial,Perennial
424,Hemp (Mesta),74.72,44.25,49.78,25.29,778.87,71.61,6.41,Alluvial,Kharif
425,Apricot,149.59,70.1,90.08,0.0,843.49,57.62,7.4,Forest,Perennial
426,Toria,71.26,48.66,28.63,24.29,552.22,47.74,6.9,Alluvial,Rabi
427,Bottle Gourd,66.78,41.74,64.79,32.75,868.64,65.3,6.66,Alluvial,Zaid/Kharif
428,Ridge Gourd,77.02,58.62,71.36,24.75,568.28,63.64,6.09,Red,Zaid/Kharif
429,Fennel,83.63,46.34,45.29,24.54,619.4,55.26,7.51,Saline,Rabi
430,Peach,132.63,70.43,100.95,0.0,760.78,73.51,6.8,Loamy,Perennial
431,Wheat,122.45,68.79,52.01,17.94,879.8,53.8,6.32,Loamy,Rabi
432,Capsicum,101.68,84.32,107.38,26.82,686.01,79.4,7.0,Loamy,Kharif/Rabi
433,Jasmine,104.76,108.54,104.93,24.69,1845.39,88.68,7.08,Loamy,Perennial
434,Marigold,78.86,66.74,76.18,27.97,639.99,72.73,7.46,Red,Kharif/Rabi
435,Rose,123.12,127.89,147.67,22.12,1264.34,74.48,6.48,Loamy,Perennial
436,Mace,73.32,44.11,113.12,31.15,2654.8,89.02,5.76,Coastal,Perennial
437,Sweet Potato,66.7,48.83,137.92,21.82,1115.18,70.14,5.94,Alluvial,Kharif/Rabi
438,Linseed,60.76,44.25,28.36,21.06,470.82,63.72,6.15,Black,Rabi
439,Saffron,87.01,51.23,60.48,0.0,408.9,49.97,7.48,Karewa Soil,Rabi (Autumn)
440,Barnyard Millet,31.26,20.55,24.29,21.0,449.59,59.74,6.11,Alluvial,Kharif
441,Ginger,131.57,57.94,149.21,20.57,2192.55,78.19,6.53,Alluvial,Kharif
442,Cinnamon,93.48,48.74,83.73,28.08,2391.03,92.08,5.59,Laterite,Perennial
443,Broccoli,135.78,88.34,99.05,16.52,603.73,68.31,6.89,Loamy,Rabi
444,Linseed,67.44,48.34,25.2,18.5,715.91,68.98,6.97,Alluvial,Rabi
445,Pumpkin,62.91,56.91,71.03,30.86,654.2,66.73,7.23,Sandy Loam,Zaid/Kharif
446,Chickpea,25.04,48.21,22.26,25.5,626.84,32.64,6.4,Black,Rabi
447,Oil Palm,182.14,96.55,179.79,29.33,2195.31,76.7,6.43,Laterite,Perennial
448,Chili,109.57,64.74,73.92,22.29,711.78,59.88,6.02,Black,Kharif/Rabi
449,Kodo Millet,39.16,23.01,21.76,25.79,565.34,41.66,6.48,Red,Kharif
450,Okra,105.71,53.13,54.3,24.18,787.87,76.01,6.98,Black,Kharif/Zaid
451,Cabbage,149.63,89.12,88.51,19.43,768.96,63.7,6.89,Peaty,Rabi
452,Toria,79.41,45.68,36.16,11.97,531.98,59.99,7.07,Loamy,Rabi
453,Star Anise,64.4,54.19,57.84,23.39,1513.51,88.12,6.37,Mountain,Perennial
454,Khesari,22.61,49.91,25.68,18.06,510.93,53.29,7.37,Alluvial,Rabi
455,Barley,61.67,39.86,20.99,14.21,648.49,43.93,7.3,Alluvial,Rabi
456,Ajwain,55.66,36.41,31.0,28.76,376.1,55.05,6.83,Alluvial,Rabi
457,Oil Palm,159.54,117.11,236.86,32.01,3055.05,77.98,6.17,Laterite,Perennial
458,Dragon Fruit,64.44,52.63,84.58,27.52,1073.16,57.81,6.11,Laterite,Perennial
459,Litchi,101.34,74.1,110.56,23.44,1586.94,68.37,6.62,Loamy,Perennial
460,Mentha,121.25,56.75,50.74,28.95,1394.58,70.31,6.02,Loamy,Zaid
461,Pear,122.16,73.74,101.4,0.0,1180.28,65.34,6.0,Mountain,Perennial
462,Cotton,138.19,59.67,69.38,22.14,758.89,53.34,8.34,Alluvial,Kharif
463,Foxtail Millet,59.74,24.38,20.38,29.84,640.92,40.08,6.03,Red,Kharif
464,Lemongrass,72.55,58.57,50.05,23.41,1911.38,85.01,6.67,Alluvial,Perennial
465,Strawberry,101.03,104.3,149.5,0.0,611.4,76.49,5.89,Alluvial,Rabi/Winter
466,Kiwi,144.54,61.29,141.12,18.76,1239.41,69.27,5.65,Mountain,Perennial
467,Bitter Gourd,62.91,40.77,73.22,29.76,699.03,71.34,6.16,Red,Zaid/Kharif
468,Mushrooms,16.73,7.75,6.94,20.13,811.4,81.97,7.01,Peaty/Organic Waste,Year-round
469,Jute,99.58,31.13,63.58,25.38,1855.48,77.11,6.76,Alluvial,Kharif
470,Walnuts,152.0,82.44,139.8,0.0,1024.13,61.13,7.28,Mountain,Perennial
471,Oil Palm,176.8,99.56,198.9,31.69,3014.72,89.47,5.21,Coastal,Perennial
472,Capsicum,103.74,81.85,119.32,21.85,750.24,70.03,6.93,Alluvial,Kharif/Rabi
473,Chickpea,27.71,49.68,24.93,18.21,477.62,46.22,6.99,Alluvial,Rabi
474,Jackfruit,80.26,43.05,111.09,24.06,2285.88,66.45,6.09,Laterite,Perennial
475,Arecanut,136.57,40.65,156.1,20.19,3271.29,78.54,5.31,Laterite,Perennial
476,Cumin,42.62,26.79,26.94,28.36,344.8,43.73,7.72,Arid/Desert,Rabi
477,Kiwi,122.7,69.22,149.28,7.53,1174.79,72.97,5.85,Mountain,Perennial
478,Proso Millet,38.54,20.73,22.14,27.84,459.13,35.82,7.25,Red,Kharif
479,Pigeon Pea,35.86,57.35,38.6,22.68,963.16,72.27,7.45,Black,Kharif
480,Wheat,138.97,50.15,48.88,13.09,742.56,59.98,6.92,Black,Rabi
481,Cauliflower,126.39,91.8,82.5,19.91,646.83,82.25,6.8,Loamy,Rabi
482,Mentha,127.44,52.73,59.88,25.01,1121.38,68.96,6.09,Peaty,Zaid
483,Onion,117.78,54.08,107.04,20.07,653.99,61.22,7.46,Alluvial,Kharif/Rabi
484,Opium Poppy,91.5,65.88,71.54,17.35,761.47,69.84,7.05,Alluvial,Rabi
485,Tulsi,65.26,48.56,45.7,20.18,1318.58,78.19,7.16,Red,Perennial
486,Soybean,32.87,87.89,49.89,20.82,913.1,72.34,6.46,Black,Kharif
487,Sapota,116.52,60.67,85.49,32.5,1165.54,65.33,6.5,Red,Perennial
488,Wheat,124.24,50.19,53.33,14.04,713.99,46.44,6.72,Loamy,Rabi
489,Ragi,74.61,38.57,39.75,22.69,803.49,72.91,7.19,Loamy,Kharif
490,Cabbage,133.61,87.2,88.43,16.54,787.27,61.06,6.23,Alluvial,Rabi
491,Oats,94.17,42.78,49.63,9.15,546.93,54.15,6.89,Loamy,Rabi
492,Cardamom,77.89,96.22,165.94,17.7,2843.82,93.45,6.04,Laterite,Perennial
493,Curry Leaves,69.59,55.45,65.21,24.26,813.43,67.6,7.23,Red,Perennial
494,Spinach,80.38,54.61,44.53,17.33,615.09,64.81,6.28,Peaty,Rabi
495,Rajma,114.4,63.7,47.62,22.16,672.38,75.01,5.61,Alluvial,Rabi
496,Kiwi,127.85,61.24,128.46,5.1,1227.58,78.81,6.31,Forest,Perennial
497,Karakunda,77.75,40.33,42.36,28.56,1104.29,78.77,6.81,Forest,Perennial
498,Green Gram,28.39,48.68,26.54,34.74,693.28,65.63,7.29,Loamy,Kharif/Zaid
499,Star Anise,79.15,47.39,53.49,23.9,2115.86,83.06,6.46,Mountain,Perennial
500,Litchi,131.09,64.83,89.06,29.25,1513.02,70.68,6.53,Alluvial,Perennial
501,Coffee,125.65,44.53,108.44,18.2,1951.15,76.93,5.75,Forest,Perennial
502,Hemp (Mesta),60.65,36.97,51.73,27.08,689.63,80.56,7.19,Alluvial,Kharif
503,Jute,81.81,41.94,78.36,32.52,1927.64,70.54,5.24,Alluvial,Kharif
504,Garlic,107.33,51.77,86.81,23.14,667.3,51.05,7.35,Black,Rabi
505,Cocoa,129.8,74.14,125.38,28.4,1538.08,86.65,6.46,Alluvial,Perennial
506,Jowar,90.53,49.63,44.76,33.66,514.8,52.59,6.15,Loamy,Kharif
507,Neem,47.22,39.56,52.99,44.12,967.92,67.19,6.35,Red,Perennial
508,Buckwheat,44.86,29.12,22.62,0.0,533.04,61.18,5.91,Sub-Montane,Kharif/Rabi
509,Cluster Bean,24.76,45.12,29.72,34.81,479.28,53.22,7.29,Sandy,Kharif
510,Star Anise,64.39,42.93,59.17,25.5,1648.9,80.99,6.19,Sub-Montane,Perennial
511,Pomegranate,73.3,45.42,98.58,29.18,717.13,46.59,8.14,Loamy,Perennial
512,Chironji,36.04,31.22,48.67,33.36,754.65,48.41,6.17,Gravelly,Perennial
513,Chironji,37.74,47.82,35.21,38.73,560.4,59.06,6.5,Gravelly,Perennial
514,Sesame,55.49,27.54,35.69,34.69,556.94,40.57,6.69,Sandy,Kharif
515,Dragon Fruit,71.43,46.67,99.95,35.43,738.48,59.57,5.85,Loamy,Perennial
516,Radish,65.21,50.19,66.28,17.44,662.0,64.93,7.0,Alluvial,Rabi
517,Stevia,90.69,63.45,73.93,23.65,1419.98,85.23,7.11,Loamy,Perennial
518,Kalmegh,49.91,37.63,49.33,28.21,1081.98,84.07,6.53,Forest,Kharif
519,Dragon Fruit,61.83,54.65,82.33,33.32,511.63,65.78,6.34,Laterite,Perennial
520,Chickpea,21.79,53.77,26.84,17.19,480.18,36.93,7.64,Alluvial,Rabi
521,Avocado,119.64,73.13,142.22,20.21,1247.02,67.96,6.23,Laterite,Perennial
522,Rubber,81.21,72.22,109.7,34.71,3209.09,89.96,5.99,Red,Perennial
523,Taramira,54.0,33.98,26.28,23.83,367.08,46.93,8.28,Sandy,Rabi
524,Ashwagandha,33.41,47.99,32.62,36.17,580.41,46.67,7.59,Black,Kharif/Rabi
525,Dragon Fruit,78.56,59.51,89.68,32.15,551.62,63.08,6.91,Sandy,Perennial
526,Bitter Gourd,68.05,51.76,77.37,25.94,726.68,69.7,6.93,Red,Zaid/Kharif
527,Peach,110.66,72.56,94.01,0.0,1034.55,57.55,6.39,Mountain,Perennial
528,Tulsi,64.74,47.26,45.83,29.08,1134.84,73.46,6.63,Alluvial,Perennial
529,Vanilla,96.43,44.45,92.77,27.78,3058.98,78.24,5.04,Laterite,Perennial
530,Peach,141.97,78.69,86.55,0.0,794.11,63.28,6.38,Loamy,Perennial
531,Soybean,23.63,68.33,45.92,22.24,807.25,62.24,6.59,Alluvial,Kharif
532,Cauliflower,137.52,83.33,91.38,22.02,527.72,69.71,6.03,Alluvial,Rabi
533,Bottle Gourd,66.66,50.81,65.35,30.98,813.59,62.61,7.09,Red,Zaid/Kharif
534,Arecanut,107.69,47.26,175.64,27.22,2167.35,73.15,5.25,Coastal,Perennial
535,Maize (Corn),108.56,71.65,50.47,31.33,757.37,73.24,6.34,Forest,Kharif
536,Ber,49.32,33.01,54.05,31.62,534.2,54.59,7.89,Arid,Perennial
537,Lettuce,90.05,44.77,42.8,19.11,649.73,69.69,6.05,Loamy,Rabi
538,Arecanut,103.97,44.46,141.07,26.98,2158.6,74.8,6.54,Red,Perennial
539,Barnyard Millet,37.02,22.16,20.61,21.71,687.5,40.26,5.96,Forest,Kharif
540,Apricot,137.09,63.71,94.49,0.0,983.81,63.99,6.5,Karewa,Perennial
541,Fig,67.0,50.67,91.24,37.87,482.38,42.22,7.96,Sandy,Perennial
542,Ragi,62.06,30.18,35.39,24.08,861.77,72.32,7.47,Sandy,Kharif
543,Buckwheat,53.44,23.64,22.74,0.0,616.92,63.96,5.68,Sub-Montane,Kharif/Rabi
544,Pigeon Pea,44.11,60.09,33.05,25.49,658.2,52.17,7.33,Alluvial,Kharif
545,Cauliflower,144.11,88.73,85.68,24.25,547.96,65.94,6.01,Alluvial,Rabi
546,Foxtail Millet,41.29,24.72,27.92,20.98,646.92,52.42,6.46,Black,Kharif
547,Kinnow,128.13,75.17,86.51,24.03,706.43,69.69,7.6,Sandy Loam,Perennial (Fruiting: Winter)
548,Avocado,117.45,64.42,138.37,27.96,1702.83,75.44,5.14,Red,Perennial
549,Horse Gram,25.45,35.17,29.5,20.31,650.21,64.16,6.23,Laterite,Kharif
550,Cardamom,80.84,82.42,155.95,20.36,2652.41,89.89,6.09,Forest,Perennial
551,Banana,196.0,77.7,201.1,29.35,1554.55,86.7,7.47,Loamy,Perennial
552,Tobacco,115.1,58.11,118.39,29.21,920.94,71.51,6.11,Sandy,Kharif/Rabi
553,Tamarind,55.09,48.07,68.56,35.25,702.7,72.96,8.47,Red,Perennial
554,Ridge Gourd,71.28,43.16,77.53,22.56,859.2,55.51,6.33,Sandy Loam,Zaid/Kharif
555,Isabgol,47.16,31.01,38.15,16.33,388.5,38.79,8.47,Alluvial,Rabi
556,Karakunda,62.72,57.89,41.78,24.48,1386.08,75.38,6.65,Forest,Perennial
557,Pomegranate,99.46,47.95,64.56,25.12,748.1,59.29,8.43,Sandy,Perennial
558,Mango,137.22,56.94,113.0,31.61,1054.47,52.39,6.72,Laterite,Perennial (Fruiting: Summer)
559,Groundnut,42.69,61.84,57.66,26.31,936.06,74.29,7.47,Sandy,Kharif
560,Sunflower,94.54,70.01,57.2,30.97,528.78,71.98,6.51,Black,Kharif/Rabi/Zaid
561,Almonds,162.72,90.71,144.41,0.0,772.34,59.01,7.21,Arid,Perennial
562,Lentil,22.49,42.67,26.05,15.44,621.06,45.67,7.5,Loamy,Rabi
563,Jute,95.9,41.75,59.78,26.43,1228.8,72.53,5.75,Peaty/Marshy,Kharif
564,Cluster Bean,27.88,59.12,24.56,34.64,467.41,48.46,7.17,Alluvial,Kharif
565,Wheat,109.23,66.1,54.21,23.72,634.06,48.05,6.8,Black,Rabi
566,Guar Seed,22.83,58.7,29.29,36.7,480.55,34.32,7.28,Sandy,Kharif
567,Watermelon,76.84,62.16,89.01,28.34,429.04,49.36,6.51,Alluvial,Zaid
568,Moth Beans,15.42,38.56,19.3,34.41,444.95,39.62,7.08,Sandy,Kharif
569,Bamboo,179.64,66.72,126.9,33.83,1979.13,65.39,5.48,Forest,Perennial
570,Pear,123.0,69.69,102.55,0.0,1078.14,68.26,6.87,Loamy,Perennial
571,Cowpea,36.36,40.56,22.44,23.11,708.96,63.12,6.29,Sandy,Kharif
572,Guar Seed,22.2,53.03,20.9,34.97,459.61,46.46,7.36,Sandy,Kharif
573,Almonds,163.82,93.96,103.47,0.0,592.91,59.19,7.73,Karewa,Perennial
574,Popcorn,140.61,77.05,49.97,21.06,557.75,55.41,6.15,Alluvial,Kharif
575,Chironji,44.81,44.9,46.82,22.66,596.99,55.35,7.07,Gravelly,Perennial
576,Marigold,63.54,78.14,62.87,29.37,939.52,65.31,6.09,Loamy,Kharif/Rabi
577,Grapes,101.8,196.42,240.9,18.18,532.71,65.85,6.51,Loamy,Perennial (Fruiting: Spring)
578,Rapeseed,80.89,51.16,34.81,10.34,646.65,41.7,7.45,Loamy,Rabi
579,Indigo,49.85,56.64,41.47,31.86,928.72,69.35,6.82,Loamy,Kharif
580,Betel Vine,191.41,146.86,100.78,32.17,1823.03,81.34,6.32,Red,Perennial
581,Avocado,124.67,54.44,125.39,24.83,1271.68,72.88,6.33,Red,Perennial
582,Sweet Potato,63.73,54.19,132.67,27.8,1012.53,70.2,5.8,Sandy,Kharif/Rabi
583,Litchi,116.09,65.16,118.25,24.17,1370.64,77.56,6.41,Forest,Perennial
584,Marigold,67.81,67.47,62.57,26.52,811.96,74.87,7.01,Red,Kharif/Rabi
